node_zero_based,X_m,Y_m,Z_m,COMAC_X,COMAC_Y,COMAC_Z,node_min_COMAC,energy_floor
53,-8.336,2.0298431699777173e-14,-110.40064703722899,0.9999046644283498,0.9998733154225085,0.9996124846347125,0.9996124846347125,2.141275591599316e-13
54,-8.335999999999997,3.540482982230371e-14,-104.152342,0.9999183370369897,0.9992611151827044,0.9996512759855689,0.9992611151827044,2.141275591599316e-13
55,-8.335999999999997,3.4309924218806515e-14,-97.792342,0.999930221317869,0.9999732075639766,0.9996619559703976,0.9996619559703976,2.141275591599316e-13
56,-8.335999999999997,3.321501861530936e-14,-91.432342,0.9999356887171753,0.9992652436555444,0.9996694662983489,0.9992652436555444,2.141275591599316e-13
57,-8.335999999999997,3.21201130118121e-14,-85.072342,0.9999456609734373,0.9989288500638523,0.9996357354811378,0.9989288500638523,2.141275591599316e-13
58,-8.335999999999997,3.047775460656634e-14,-75.532342,0.9999728757089925,0.9987566142975863,0.9995320025566895,0.9987566142975863,2.141275591599316e-13
59,-8.335999999999997,2.9565333270318696e-14,-70.232342,0.9999872497912108,0.9987184669857984,0.9994552465314068,0.9987184669857984,2.141275591599316e-13
60,-8.336,1.8166889219704507e-14,-64.932342,0.9999906158802528,0.9987070434788703,0.9993748157250233,0.9987070434788703,2.141275591599316e-13
61,-8.336,1.471873865091523e-14,-55.392342,0.9999681819782006,0.9986836093856836,0.9992281466460191,0.9986836093856836,2.141275591599316e-13
62,-8.336,1.2461537361388079e-14,-49.147342,0.9999511138266426,0.9986664630998322,0.9991434369874679,0.9986664630998322,2.141275591599316e-13
63,-8.336,1.050433240017279e-14,-43.732342,0.9999404899331986,0.9986410483578482,0.9990854408069122,0.9986410483578482,2.141275591599316e-13
64,-8.336,7.864003269669052e-15,-36.427342,0.9999307743724647,0.9985457146977879,0.9990370965485377,0.9985457146977879,2.141275591599316e-13
65,-8.336,5.565236223809534e-15,-30.067342,0.9999681780191987,0.9992047808508915,0.9990651538887235,0.9990651538887235,2.141275591599316e-13
66,-8.336,3.608031262594242e-15,-24.652342000000004,0.9999042105980989,0.9978830105908228,0.9990049520530756,0.9978830105908228,2.141275591599316e-13
67,-8.336,1.6923920577113162e-15,-19.352342000000018,0.9999073661602348,0.9981728877999397,0.9990084567249844,0.9981728877999397,2.141275591599316e-13
68,-8.336,0.0,-14.34,0.9999082600760706,0.9983086734226184,0.9990361014687276,0.9983086734226184,2.141275591599316e-13
69,-8.336,0.0,-9.56,0.9999093017812818,0.998344834774751,0.9990718442049221,0.998344834774751,2.141275591599316e-13
70,-8.336,0.0,0.0,0.9999095200913796,0.999246338008231,0.9991101569043611,0.9991101569043611,2.141275591599316e-13
71,-7.812000000000001,-17.0929139586129,-105.816469186063,,,,,2.141275591599316e-13
72,-7.811999999999996,-17.092913958612904,-29.183530813936898,,,0.9999010705919216,0.9999010705919216,2.141275591599316e-13
73,-7.812,-15.492978896205287,-106.75890296117062,0.9999961493544264,0.9996771721337679,0.9995460095012636,0.9995460095012636,2.141275591599316e-13
74,-7.812,-15.2798204582039,-30.251524504657297,0.9999903331334106,0.9986528486126434,0.9999566898115235,0.9986528486126434,2.141275591599316e-13
75,-7.812,-14.411382704136615,-27.603988192111693,0.999984743904336,0.9985416681420098,0.9999822777599696,0.9985416681420098,2.141275591599316e-13
76,-7.812000000000001,-14.36310665623189,-104.2084897988072,0.9999825270863539,0.9991758761296151,0.9989083994794771,0.9989083994794771,2.141275591599316e-13
77,-7.812,-13.882985174979199,-31.0743233670013,0.9999965364589061,0.9984826138653742,0.9999893292910815,0.9984826138653742,2.141275591599316e-13
78,-7.812,-13.47277645613009,-107.94889314065745,0.9999635680102935,0.9997122204760526,0.9995996877331885,0.9995996877331885,2.141275591599316e-13
79,-7.812,-13.4727764561304,-27.05110685934244,0.9999635471687657,0.998376418866561,0.9999938304428696,0.998376418866561,2.141275591599316e-13
80,-7.811999999999996,-11.878890892058498,-102.745174883207,0.9999214854325768,0.9990414118522857,0.998992804711646,0.998992804711646,2.141275591599316e-13
81,-7.812,-11.878890892058498,-26.112236511081203,0.9999471106652273,0.9983985744037898,0.9999633284335695,0.9983985744037898,2.141275591599316e-13
82,-7.812,-11.665732454056492,-109.01332340453145,0.9999316604246646,0.9997521324103334,0.9997079145308775,0.9997079145308775,2.141275591599316e-13
83,-7.812,-11.6657324540568,-32.3803850324055,0.9999825608495766,0.9986458791979852,0.9999712199908367,0.9986458791979852,2.141275591599316e-13
84,-7.812,-10.071846889984645,-109.95219375279255,0.9999092267258307,0.9997868026071578,0.9997778455900779,0.9997778455900779,2.141275591599316e-13
85,-7.812000000000004,-10.071846889984903,-101.680744619333,0.9999433382954674,0.9992213648001593,0.9991245579424777,0.9991245579424777,2.141275591599316e-13
86,-7.812,-10.071846889984878,-33.31925538066669,0.9999581756176263,0.9987933952991119,0.9998711766877701,0.9987933952991119,2.141275591599316e-13
87,-7.812,-10.071846889984936,-25.047806247207227,0.9999287156686025,0.9985662118090443,0.9998375651060182,0.9985662118090443,2.141275591599316e-13
88,-7.812,-9.310524288256177,-110.40064703722899,0.9999021110634878,0.9997897355635843,0.9997877439536801,0.9997877439536801,2.141275591599316e-13
89,-7.812000000000001,-9.310524288256191,-101.23229133489698,0.9999430436260469,0.9993105243088706,0.9991736173273646,0.9991736173273646,2.141275591599316e-13
90,-7.812,-9.31052428825619,-24.5993529627705,0.9999151713903499,0.998590331548541,0.9997635910573048,0.998590331548541,2.141275591599316e-13
91,-7.812,-9.088897537958932,-34.667976008101405,0.9999334232257687,0.9988001484643649,0.9997693163275373,0.9988001484643649,2.141275591599316e-13
92,-7.812,-8.55463887005303,-98.16181831598507,0.9999308145802555,0.9998628027895325,0.9992046216112407,0.9992046216112407,2.141275591599316e-13
93,-7.812000000000001,-8.546456958612909,-105.816469186063,0.9999033119422787,0.9998554385151682,0.9999963999489355,0.9998554385151682,2.141275591599316e-13
94,-7.812,-8.546456958612909,-29.183530813936898,0.9999092143124765,0.9999113911610784,0.9999970257203359,0.9999092143124765,2.141275591599316e-13
95,-7.812,-8.49179793631839,-23.788306789770097,0.9999083202878386,0.9985341549968434,0.9996741278214075,0.9985341549968434,2.141275591599316e-13
96,-7.812,-8.092092775020351,-91.282915415362,0.999942209731974,0.9993502655395259,0.9992189228691215,0.9992189228691215,2.141275591599316e-13
97,-7.812,-8.09209277502037,-85.748024584638,0.9999513544611869,0.9989615916539208,0.999222119626097,0.9989615916539208,2.141275591599316e-13
98,-7.812000000000008,-8.09209277502038,-80.33302458463801,0.9999645472310761,0.9988047140817226,0.9992458202653,0.9988047140817226,2.141275591599316e-13
99,-7.812,-8.09209277502037,-74.088024584638,0.9999842830890933,0.9987181861618186,0.9992933794950205,0.9987181861618186,2.141275591599316e-13
100,-7.812000000000008,-8.09209277502038,-68.67302458463801,0.9999943181493794,0.9986839236410932,0.9993494864590644,0.9986839236410932,2.141275591599316e-13
101,-7.812,-8.09209277502037,-60.30802458463801,0.999975868364674,0.9986680081140221,0.9994489572491195,0.9986680081140221,2.141275591599316e-13
102,-7.812,-8.09209277502036,-53.948024584638006,0.9999546431182308,0.9986581289776678,0.9995203805415205,0.9986581289776678,2.141275591599316e-13
103,-7.812,-8.092092775020364,-48.533024584638014,0.9999427596517788,0.9986565545440422,0.9995703306446444,0.9986565545440422,2.141275591599316e-13
104,-7.812,-8.092092775020369,-40.168024584638005,0.9999353419067765,0.998664950288584,0.9996182256304342,0.998664950288584,2.141275591599316e-13
105,-7.812000000000001,-7.922494700911829,-111.775656015703,0.9998990307583668,0.999737256221151,0.9997645939066757,0.999737256221151,2.141275591599316e-13
106,-7.812,-7.809337948944433,-23.1122487153286,0.9999087248315839,0.9984618122546213,0.9995940236478713,0.9984618122546213,2.141275591599316e-13
107,-7.812000000000001,-6.597407886379829,-113.08831266499182,0.9998990292042244,0.9996638924256088,0.9997164416174757,0.9996638924256088,2.141275591599316e-13
108,-7.811999999999996,-6.484251134412594,-21.7995920660395,0.9999098931923283,0.9983490038323418,0.9994293215204705,0.9983490038323418,2.141275591599316e-13
109,-7.812000000000001,-5.272321071848141,-114.400969314281,0.9998997129124857,0.9996024683086671,0.9996701455819218,0.9996024683086671,2.141275591599316e-13
110,-7.8119999999999985,-5.272321071848163,-20.599030685719203,0.9999112208080213,0.9982938036820611,0.999287827172354,0.9982938036820611,2.141275591599316e-13
111,-7.812,-4.2968123576235495,-115.799328262646,0.9999006733203742,0.9995680754031054,0.9996491640858298,0.9995680754031054,2.141275591599316e-13
112,-7.812,-4.0965275453110905,-18.913570191837902,0.9999122158203332,0.9982447880752319,0.9991629341746465,0.9982447880752319,2.141275591599316e-13
113,-7.812,-4.046046387510175,-67.5,0.9999918226065542,0.9986865010528392,0.9993821812096263,0.9986865010528392,2.141275591599316e-13
114,-7.812,-3.25661797523893,-117.29041194179298,0.999900851156714,0.9995504884457963,0.9996333009222871,0.9995504884457963,2.141275591599316e-13
115,-7.812,-3.16031484583146,-17.425562503493605,0.9999118460794739,0.9982359424170238,0.9990651491436159,0.9982359424170238,2.141275591599316e-13
116,-7.812,-2.226,-135.0,,,0.9996126584946576,0.9996126584946576,2.141275591599316e-13
117,-7.812,-2.226,-127.83,0.9999006063014299,0.9994955213017808,0.9996145193589974,0.9994955213017808,2.141275591599316e-13
118,-7.812000000000001,-2.226,-120.33,0.9999003642628687,0.9995280104208477,0.9996188309442176,0.9995280104208477,2.141275591599316e-13
119,-7.8119999999999985,-2.226,-14.670000000000003,0.9999101751847365,0.9982519996592913,0.9989547444298956,0.9982519996592913,2.141275591599316e-13
120,-7.812000000000008,-2.226,-7.16999999999999,0.9999089781034417,0.9982302815334904,0.9988932847829279,0.9982302815334904,2.141275591599316e-13
121,-7.812000000000008,-2.226,8.881784197001252e-15,,,0.9988714060106983,0.9988714060106983,2.141275591599316e-13
122,-7.812,-1.113674,-135.0,0.9999017434599426,,0.999577647172006,0.999577647172006,2.141275591599316e-13
123,-7.812,-1.113674,-127.83,0.9999012079348489,0.9994956653966028,0.9995945684876846,0.9994956653966028,2.141275591599316e-13
124,-7.812000000000001,-1.1136740000000003,-120.33,0.9999014574262698,0.9995271878442155,0.999560725223785,0.9995271878442155,2.141275591599316e-13
125,-7.812,-1.113674,-11.95,0.9999082191911924,0.9982451227623464,0.9989879065197006,0.9982451227623464,2.141275591599316e-13
126,-7.812,-1.113674,0.0,0.9999096181205532,,0.9989363078452282,0.9989363078452282,2.141275591599316e-13
127,-7.812,-1.113000000000002,-121.69000000000001,0.9999011059683706,0.9995211376269155,0.9996185897341953,0.9995211376269155,2.141275591599316e-13
128,-7.812,-1.112999999999989,-5.974999999999999,0.999909341203381,0.9982288078473163,0.9989876675823293,0.9982288078473163,2.141275591599316e-13
129,-7.812,-0.37767400000001,-135.0,0.999901719154786,0.9997009306534445,0.9995908660460053,0.9995908660460053,2.141275591599316e-13
130,-7.812,-0.37767400000001006,-132.61,0.999901469699132,0.9994779412606879,0.999608253572622,0.9994779412606879,2.141275591599316e-13
131,-7.812,-0.37767400000001,-123.05000000000001,0.9999014399939234,0.9995143378257182,0.9996059913117391,0.9995143378257182,2.141275591599316e-13
132,-7.812,-0.37767400000001,-91.282915415362,0.9999364309747357,0.9992664255215893,0.9996097637743242,0.9992664255215893,2.141275591599316e-13
133,-7.812,-0.37767400000001,-81.282915415362,0.9999554238743509,0.9988063501247343,0.9995467857287565,0.9988063501247343,2.141275591599316e-13
134,-7.812,-0.37767400000001,-48.717084584638,0.9999500508674098,0.9986638773321451,0.9991644266252598,0.9986638773321451,2.141275591599316e-13
135,-7.812,-0.37767400000001,-11.95,0.999908251316187,0.9982454111893991,0.9990350124800107,0.9982454111893991,2.141275591599316e-13
136,-7.812,2.6484591469634303e-14,-127.83,0.9999013492687825,0.9994960684039005,0.9996220050355784,0.9994960684039005,2.141275591599316e-13
137,-7.812000000000001,0.0,-120.33,0.9999016762597022,0.9995269189286544,0.999618461435078,0.9995269189286544,2.141275591599316e-13
138,-7.812000000000001,2.1343112273271128e-15,-114.425,0.9999019817550502,0.9995951494045772,0.9996226666355552,0.9995951494045772,2.141275591599316e-13
139,-7.812000000000001,4.049950432210035e-15,-109.12500000000001,0.9999162180601932,0.9998764645378743,0.9996262621619483,0.9996262621619483,2.141275591599316e-13
140,-7.812000000000001,1.5731756482091055e-14,-103.82500000000002,0.99991801922633,0.9994820681720786,0.9996325238719453,0.9994820681720786,2.141275591599316e-13
141,-7.812,5.329070518200752e-15,-96.282915415362,0.999931531376427,0.9998936429906918,0.9996710996891253,0.9996710996891253,2.141275591599316e-13
142,-7.812,1.966338120633735e-14,-86.282915415362,0.9999434165669873,0.9989456284183439,0.9996345581634877,0.9989456284183439,2.141275591599316e-13
143,-7.812,1.573175648209105e-14,-77.325,0.999967092459657,0.9987434609120498,0.9995375590228519,0.9987434609120498,2.141275591599316e-13
144,-7.812,1.573175648209105e-14,-69.905,0.9999876321983733,0.9986944570785425,0.9994297929917084,0.9986944570785425,2.141275591599316e-13
145,-7.812000000000001,1.7282318600278732e-14,-62.48500000000001,0.9999873354907147,0.9986813432288798,0.9993206152183745,0.9986813432288798,2.141275591599316e-13
146,-7.812000000000001,1.460042371344263e-14,-55.065,0.9999669076097231,0.9986672023774305,0.9992124647657686,0.9986672023774305,2.141275591599316e-13
147,-7.812,1.4547473508864644e-14,-43.717084584638,0.9999403532041884,0.9986732258334945,0.999085192881212,0.9986732258334945,2.141275591599316e-13
148,-7.812000000000001,8.42881250148489e-15,-37.99,0.99993262134481,0.9987014358793412,0.9990466603832011,0.9987014358793412,2.141275591599316e-13
149,-7.812000000000001,6.130045455625373e-15,-31.63,0.9999522207503725,0.9993397259327699,0.9989984794076694,0.9989984794076694,2.141275591599316e-13
150,-7.812000000000001,3.4481505687892734e-15,-24.21,0.999904565876311,0.9987068795903933,0.999009235239439,0.9987068795903933,2.141275591599316e-13
151,-7.812000000000001,4.246935973089513e-16,-15.845,0.9999079663001899,0.9982443365585123,0.99903544155905,0.9982443365585123,2.141275591599316e-13
152,-7.812,0.0,-7.17,0.999909494739459,0.9982303662136546,0.9990923289442872,0.9982303662136546,2.141275591599316e-13
153,-7.812,0.0,0.0,0.9999095193707727,0.9995026384716731,0.9991098041085167,0.9991098041085167,2.141275591599316e-13
154,-7.466782174380829,-0.37767400000001006,-29.183530813936898,0.9999093513038877,0.9999125018019402,0.9989277832152192,0.9989277832152192,2.141275591599316e-13
155,-7.447398484665459,-0.37767400000001006,-96.282915415362,0.9999320652164193,0.9999013637170668,0.9995726267449678,0.9995726267449678,2.141275591599316e-13
156,-7.447398484665459,-0.37767400000001006,-91.282915415362,0.999936433703028,0.9992563815953406,0.9995633704863268,0.9992563815953406,2.141275591599316e-13
157,-7.447398484665459,-0.37767400000001006,-86.282915415362,0.9999438042201864,0.9989273407649824,0.9995388098860793,0.9989273407649824,2.141275591599316e-13
158,-7.447398484665459,-0.37767400000001006,-81.282915415362,0.9999554230892918,0.9987837193600758,0.9995026165099594,0.9987837193600758,2.141275591599316e-13
159,-7.447398484665459,-0.37767400000001006,-76.282915415362,0.9999709875342426,0.9987102413052191,0.9994568502844344,0.9987102413052191,2.141275591599316e-13
160,-7.447398484665459,-0.37767400000001006,-71.282915415362,0.9999859706844827,0.9986719238842103,0.9994051675602486,0.9986719238842103,2.141275591599316e-13
161,-7.4473984846654515,-0.37767400000001006,-63.717084584638,0.999990344432602,0.9986560990517542,0.9993289844950338,0.9986560990517542,2.141275591599316e-13
162,-7.4473984846654515,-0.37767400000001006,-58.717084584638,0.9999787337344074,0.9986458159857547,0.9992694778497723,0.9986458159857547,2.141275591599316e-13
163,-7.4473984846654515,-0.37767400000001006,-53.717084584638,0.9999634419516189,0.9986384225821514,0.9992168824776063,0.9986384225821514,2.141275591599316e-13
164,-7.4473984846654515,-0.37767400000001006,-48.717084584638,0.9999500442948197,0.9986374103357463,0.9991683625696033,0.9986374103357463,2.141275591599316e-13
165,-7.4473984846654515,-0.37767400000001006,-43.717084584638,0.9999402275900442,0.9986457676915796,0.9991279258709692,0.9986457676915796,2.141275591599316e-13
166,-7.4473984846654515,-0.37767400000001006,-38.717084584638,0.9999331794477185,0.998676313349323,0.999097562801881,0.998676313349323,2.141275591599316e-13
167,-6.69,-1.113674,-135.0,0.9999017435816964,0.9998986441210844,0.9995246175285466,0.9995246175285466,2.141275591599316e-13
168,-6.69,-1.113674,-127.83,0.9999012082071358,0.9994691348541711,0.9995430482890162,0.9994691348541711,2.141275591599316e-13
169,-6.69,-1.1136740000000003,-120.33,0.9999014575335312,0.9994990637296667,0.9995261162219511,0.9994990637296667,2.141275591599316e-13
170,-6.69,-1.113674,-11.95,0.9999082297656844,0.9981851582671691,0.9989917977382966,0.9981851582671691,2.141275591599316e-13
171,-6.69,-1.113674,-7.17,0.9999087155718499,0.9982145568622911,0.9989658584372607,0.9982145568622911,2.141275591599316e-13
172,-6.69,-1.113674,0.0,0.9999096159392816,0.9999146866434896,0.9989205282462089,0.9989205282462089,2.141275591599316e-13
173,-6.69,-0.3776740000000001,-135.0,0.9999017282644054,0.9998977353474312,0.9995428290174206,0.9995428290174206,2.141275591599316e-13
174,-6.69,-0.37767400000001,-129.53347158218125,0.9999013323159401,0.9994598008175646,0.9995410995015463,0.9994598008175646,2.141275591599316e-13
175,-6.69,-0.377674,-123.05000000000001,0.9999014409845197,0.9994842456965173,0.9995349470637408,0.9994842456965173,2.141275591599316e-13
176,-6.69,-0.37767400000001006,-114.81596606646588,0.9999020417461295,0.9995767327578229,0.9995257359008701,0.9995257359008701,2.141275591599316e-13
177,-6.69,-0.37767400000001006,-108.108558,0.9999020941852438,0.999902767194357,0.9995123799136443,0.9995123799136443,2.141275591599316e-13
178,-6.69,-0.37767400000001006,-100.52143626811278,0.9999232001619335,0.9996273092249589,0.9994945889821745,0.9994945889821745,2.141275591599316e-13
179,-6.69,-0.37767400000001006,-93.76971700000001,0.9999338420728849,0.9995516654386478,0.9994731338946233,0.9994731338946233,2.141275591599316e-13
180,-6.69,-0.37767400000001006,-85.56478945530056,0.9999462405577685,0.9988570781117992,0.9994373969634117,0.9988570781117992,2.141275591599316e-13
181,-6.69,-0.37767400000001006,-78.754407,0.9999629567757778,0.9986947827763117,0.9993984532065106,0.9986947827763117,2.141275591599316e-13
182,-6.69,-0.37767400000001006,-72.00104137542344,0.9999842591466667,0.9986284396607884,0.9993542219695043,0.9986284396607884,2.141275591599316e-13
183,-6.69,-0.37767400000001006,-61.24559299999999,0.9999851164586339,0.9986010038953831,0.9992784558259029,0.9986010038953831,2.141275591599316e-13
184,-6.69,-0.37767400000001006,-56.245593,0.9999708232565171,0.9985906054274236,0.9992433565535478,0.9985906054274236,2.141275591599316e-13
185,-6.69,-0.37767400000001006,-51.245593,0.9999560248764461,0.9985847407176324,0.9992095362702308,0.9985847407176324,2.141275591599316e-13
186,-6.69,-0.37767400000001006,-46.245593,0.9999444010565348,0.9985853893936892,0.9991779262583987,0.9985853893936892,2.141275591599316e-13
187,-6.69,-0.37767400000001006,-39.435210544699444,0.999932342659539,0.9986136951566116,0.9991394487030075,0.9986136951566116,2.141275591599316e-13
188,-6.69,-0.37767400000001006,-29.183530813936898,0.999909336803921,0.9999123554766322,0.9990906310294019,0.9990906310294019,2.141275591599316e-13
189,-6.69,-0.37767400000001006,-22.599192000000002,0.9999063181914286,0.9982927067852803,0.9990785091983768,0.9982927067852803,2.141275591599316e-13
190,-6.69,-0.37767400000001006,-17.273026639708842,0.9999076868737921,0.9981825311763445,0.9990689176540045,0.9981825311763445,2.141275591599316e-13
191,-6.69,-0.37767400000001,-11.95,0.9999082331840131,0.9981845736296026,0.9990591483743473,0.9981845736296026,2.141275591599316e-13
192,-6.69,-0.37767400000001,-5.466528417818731,0.9999091549959307,0.998229771888788,0.9990503613065151,0.998229771888788,2.141275591599316e-13
193,-6.69,-0.37767400000001,0.0,0.9999096030450569,0.9999128068766707,0.9990489525745491,0.9990489525745491,2.141275591599316e-13
194,-4.94,-1.113674,-135.0,0.9999017435266547,0.999900022962781,0.9994689639243471,0.9994689639243471,2.141275591599316e-13
195,-4.94,-1.113674,-123.05000000000001,0.9999012812034825,0.9994496262842034,0.9994855198805223,0.9994496262842034,2.141275591599316e-13
